SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-4629;01;10;1;23;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;5;88;88;-777777777;2;#≠NULO!;1;1;1;1;2;6;1;2;6;2;6;1;1;#≠NULO!;1;5;88;88;88;1;2;2;3;2;1;1;2;2;2;#≠NULO!;#≠NULO!;1;5;99;8;8;8;5;#≠NULO!;8;8;8;4;4;3;3;1;2;2;1;10;1;2;1;1;4;1;1;1;1;1;1;2;1;2;2;2;2;7;03;00.001;2;1;AGESIC-4629
AGESIC-6525;02;16;1;23;1;1;1;1;1;1;#≠NULO!;1;1;1;4;5;2;88;88;-777777777;2;#≠NULO!;1;2;2;2;1;1;2;4;3;1;3;1;2;#≠NULO!;1;2;3;4;5;1;2;5;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;1;6;5;5;6;5;6;5;5;6;5;3;3;2;2;1;3;1;6;7;1;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-6525
AGESIC-4281;01;10;1;24;1;1;1;1;1;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;1;1;6;6;2;6;1;1;#≠NULO!;5;1;2;88;88;2;3;6;1;2;1;2;1;2;1;2;1;1;6;6;7;99;6;6;6;7;#≠NULO!;6;4;2;3;2;3;2;1;8;7;1;1;2;3;2;3;2;1;1;2;1;1;2;2;2;2;2;8;03;00.000;2;2;AGESIC-4281
AGESIC-2349;02;2;2;24;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;4;6;2;6;1;1;#≠NULO!;1;2;5;88;88;2;2;10;1;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;10;9;10;10;10;10;9;10;10;10;4;4;4;2;3;3;1;10;10;2;2;2;3;2;2;2;1;1;1;1;1;1;2;2;2;2;8;03;00.000;2;2;AGESIC-2349
AGESIC-4721;01;10;2;24;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;2;2;1;2;6;6;6;2;6;#≠NULO!;#≠NULO!;#≠NULO!;1;5;88;88;88;2;1;4;1;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;4;4;4;5;3;4;4;4;5;3;2;2;2;3;3;2;1;5;10;2;2;2;2;3;1;2;1;2;2;1;2;2;2;2;2;2;3;02;00.001;1;2;AGESIC-4721
AGESIC-1235;02;5;1;24;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;2;6;2;6;6;6;6;2;6;1;1;#≠NULO!;99;88;88;88;88;2;1;5;1;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;1;1;1;1;10;1;1;1;1;10;3;1;1;2;99;3;2;10;10;2;2;2;1;2;1;2;2;1;2;1;2;1;2;2;2;1;5;02;00.001;2;2;AGESIC-1235
AGESIC-3527;01;10;1;24;1;1;1;1;1;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;1;1;3;3;2;6;1;1;#≠NULO!;1;2;4;5;88;2;2;8;1;3;1;1;2;2;1;2;1;2;8;9;7;9;8;8;9;7;9;8;4;1;3;1;2;2;2;8;10;2;1;1;2;2;2;1;1;1;2;1;2;1;2;1;2;2;8;03;00.000;2;1;AGESIC-3527
AGESIC-325;02;2;2;24;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;2;6;3;6;1;1;6;6;2;2;6;1;2;#≠NULO!;2;5;1;88;88;2;1;7;4;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;5;5;5;5;5;5;5;5;5;5;2;2;2;1;3;2;1;10;5;2;2;2;2;3;3;2;2;1;1;1;2;1;2;2;2;2;4;02;00.001;1;1;AGESIC-325
AGESIC-3247;02;4;1;24;1;1;1;1;2;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;6;2;6;2;6;2;1;2;1;1;#≠NULO!;1;2;88;88;88;1;3;8;1;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;7;3;8;10;5;7;3;8;10;5;4;2;2;2;3;3;2;5;9;1;2;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;7;03;00.001;2;2;AGESIC-3247
AGESIC-903;01;10;1;25;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;5;6;6;2;6;1;3;#≠NULO!;1;2;5;4;88;2;2;1;2;3;1;3;2;2;2;#≠NULO!;#≠NULO!;2;5;5;8;8;8;5;5;8;8;8;4;4;4;3;3;3;2;8;5;99;99;99;2;2;2;2;1;1;1;1;2;2;2;2;2;2;8;03;00.000;2;2;AGESIC-903
AGESIC-4059;01;10;2;25;1;1;1;1;1;1;#≠NULO!;1;1;1;3;4;5;6;88;-777777777;2;#≠NULO!;1;1;1;1;2;6;1;1;6;1;1;1;3;#≠NULO!;5;2;1;3;88;1;3;4;1;2;1;3;2;1;1;2;1;1;3;3;5;3;4;3;3;5;3;4;3;3;3;3;3;3;2;5;10;1;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;2;8;03;00.000;1;1;AGESIC-4059
AGESIC-853;02;3;1;25;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;2;#≠NULO!;1;4;6;6;1;1;6;6;6;2;6;1;2;#≠NULO!;5;88;88;88;88;2;3;8;2;4;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;8;10;7;8;8;8;10;7;8;8;2;1;2;2;3;3;2;10;9;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;3;02;00.001;1;2;AGESIC-853
AGESIC-5254;02;13;2;25;1;1;1;1;1;1;#≠NULO!;1;1;1;5;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;2;1;2;6;3;5;2;6;1;3;#≠NULO!;1;4;88;88;88;2;1;7;4;2;2;#≠NULO!;2;1;2;#≠NULO!;#≠NULO!;2;9;9;10;9;8;9;9;10;9;8;2;2;4;3;3;3;1;8;8;2;2;2;1;1;1;2;1;2;2;1;2;1;2;2;2;2;5;02;00.001;1;2;AGESIC-5254
AGESIC-2696;01;10;1;25;1;1;1;1;2;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;2;3;1;1;1;1;2;1;2;1;1;#≠NULO!;1;5;88;88;88;1;4;5;2;3;1;1;2;2;1;2;1;2;8;8;6;10;9;8;8;6;10;9;3;3;3;2;2;3;1;10;8;2;1;2;1;1;2;2;1;1;2;1;2;2;2;2;2;2;6;02;00.001;2;1;AGESIC-2696
AGESIC-1395;02;11;2;25;1;1;1;1;1;1;#≠NULO!;1;1;1;3;2;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;5;1;2;6;1;2;#≠NULO!;5;2;88;88;88;2;2;7;4;2;1;3;1;2;2;#≠NULO!;#≠NULO!;2;6;6;99;5;7;6;6;#≠NULO!;5;7;4;2;3;99;1;3;1;9;9;1;1;2;1;1;1;1;1;1;1;1;2;1;2;1;2;2;7;03;00.001;2;1;AGESIC-1395
AGESIC-3537;02;13;1;26;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;2;2;2;6;6;6;6;2;6;1;1;#≠NULO!;1;2;5;4;88;2;2;5;4;2;1;3;2;2;2;#≠NULO!;#≠NULO!;2;5;5;4;7;6;5;5;4;7;6;4;4;4;2;3;3;2;8;7;2;2;2;2;2;2;1;1;1;1;1;2;1;2;2;2;2;5;02;00.001;2;1;AGESIC-3537
AGESIC-1596;02;1;2;26;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;6;6;6;2;6;1;2;#≠NULO!;1;88;88;88;88;2;1;5;4;1;2;#≠NULO!;2;2;1;1;1;2;8;8;5;10;10;8;8;5;10;10;1;1;1;3;3;3;2;10;8;1;1;2;4;1;1;1;1;1;1;1;2;2;2;2;2;2;2;01;00.002;1;2;AGESIC-1596
AGESIC-4857;02;13;2;26;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;2;1;2;2;5;5;2;6;1;99;#≠NULO!;1;2;5;88;88;2;1;7;2;2;1;3;2;2;2;#≠NULO!;#≠NULO!;1;7;8;8;7;7;7;8;8;7;7;3;2;2;2;2;2;1;9;9;1;1;2;1;2;1;2;1;2;2;1;2;1;2;2;2;2;7;03;00.001;2;2;AGESIC-4857
AGESIC-1283;01;10;2;26;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;2;1;2;6;6;3;2;6;1;1;#≠NULO!;5;88;88;88;88;2;2;5;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;5;4;6;5;5;5;4;6;5;5;3;3;3;1;3;3;1;6;8;2;2;2;1;2;2;2;1;1;2;1;2;2;2;1;2;2;7;03;00.001;2;1;AGESIC-1283
AGESIC-103;01;10;2;26;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;2;3;2;1;3;1;2;#≠NULO!;1;5;88;88;88;2;2;99;3;2;1;2;2;2;2;#≠NULO!;#≠NULO!;2;8;5;8;8;7;8;5;8;8;7;4;4;3;99;99;99;1;10;8;1;1;1;2;3;2;1;1;1;2;1;2;2;2;2;2;2;8;03;00.000;2;1;AGESIC-103
AGESIC-549;01;10;2;26;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;6;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;6;2;1;2;1;2;#≠NULO!;5;1;2;88;88;1;3;10;1;4;1;1;1;2;2;#≠NULO!;#≠NULO!;1;8;10;10;10;10;8;10;10;10;10;4;4;4;1;1;1;1;6;3;2;2;1;2;2;1;1;2;1;1;1;1;2;2;2;2;2;7;03;00.001;1;1;AGESIC-549
AGESIC-3118;02;15;2;27;1;1;1;1;2;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;3;1;1;1;2;1;6;6;2;6;1;2;#≠NULO!;1;2;5;88;88;2;2;6;1;3;1;3;2;1;2;#≠NULO!;#≠NULO!;2;6;8;8;10;5;6;8;8;10;5;4;2;3;2;2;1;2;5;5;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;8;03;00.000;1;2;AGESIC-3118
AGESIC-1538;02;17;1;27;1;1;1;1;2;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;3;1;2;1;6;6;2;6;1;1;#≠NULO!;1;2;88;88;88;2;1;5;2;2;1;1;1;2;2;#≠NULO!;#≠NULO!;2;10;8;8;8;8;10;8;8;8;8;3;2;3;3;3;2;2;8;5;1;1;1;3;2;2;2;2;2;2;2;2;2;2;1;2;1;3;02;00.001;1;1;AGESIC-1538
AGESIC-4207;01;10;1;27;1;1;1;1;1;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;6;1;1;1;3;6;2;6;1;1;#≠NULO!;2;88;88;88;88;1;3;5;2;2;1;1;1;1;1;2;2;1;7;5;7;9;10;7;5;7;9;10;3;3;3;1;3;3;1;9;8;1;1;2;1;2;1;1;1;1;1;1;2;1;2;1;2;2;6;02;00.001;1;2;AGESIC-4207
AGESIC-146;02;18;2;27;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;3;6;1;1;1;4;6;2;6;1;1;#≠NULO!;1;2;5;4;88;2;4;8;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;9;6;8;8;8;9;6;8;4;3;3;1;2;2;1;10;10;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;7;03;00.001;2;1;AGESIC-146
AGESIC-3125;01;10;2;27;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;2;3;2;6;6;5;6;2;6;1;2;#≠NULO!;1;2;88;88;88;2;4;10;4;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;4;4;4;2;2;2;2;10;10;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;2;2;1;01;00.002;1;2;AGESIC-3125
AGESIC-5206;02;12;1;27;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;2;1;2;2;4;4;2;6;1;2;#≠NULO!;1;88;88;88;88;2;4;7;2;3;1;1;2;2;1;2;1;2;7;7;7;7;7;7;7;7;7;7;3;2;3;2;2;2;2;8;9;2;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;2;7;03;00.001;1;2;AGESIC-5206
AGESIC-2933;02;2;2;27;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;3;1;2;6;2;3;2;6;1;1;#≠NULO!;1;5;88;88;88;2;99;10;1;99;1;1;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;2;1;1;2;3;3;1;10;1;2;1;2;2;1;3;1;2;1;1;1;2;2;2;2;2;2;3;02;00.001;1;1;AGESIC-2933
AGESIC-3566;01;10;2;27;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;6;1;1;1;6;3;2;6;1;3;#≠NULO!;1;5;88;88;88;2;2;4;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;5;3;7;8;3;5;3;7;8;3;4;99;99;1;2;1;1;10;10;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;8;03;00.000;2;1;AGESIC-3566
AGESIC-4187;02;12;1;28;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;2;2;3;1;2;1;6;6;1;3;1;3;#≠NULO!;5;2;88;88;88;2;1;1;3;99;1;99;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;3;99;2;3;3;2;10;10;1;2;2;2;1;1;1;1;1;2;2;1;1;2;2;2;99;6;02;00.001;1;1;AGESIC-4187
AGESIC-882;02;14;2;28;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;3;1;1;1;1;6;6;6;2;6;1;2;#≠NULO!;2;1;88;88;88;2;2;7;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;1;7;8;10;10;8;7;8;10;10;8;99;2;2;2;2;2;1;10;6;2;2;99;4;1;3;1;1;1;1;1;1;1;2;2;2;2;6;02;00.001;1;2;AGESIC-882
AGESIC-5563;02;2;1;28;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;4;4;2;6;1;1;#≠NULO!;1;2;5;88;88;1;3;99;2;3;1;1;1;1;1;2;1;1;7;6;7;7;7;7;6;7;7;7;4;3;3;2;2;2;2;8;3;1;1;2;2;3;3;2;1;2;2;2;1;1;2;1;1;2;7;03;00.001;2;1;AGESIC-5563
AGESIC-4066;02;2;1;28;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;2;1;1;1;6;3;2;6;1;1;#≠NULO!;1;2;3;4;5;2;2;4;3;2;1;2;2;2;2;#≠NULO!;#≠NULO!;1;6;4;3;3;4;6;4;3;3;4;4;2;2;1;1;1;1;6;5;2;2;2;1;2;1;1;1;1;1;1;1;2;2;1;2;2;6;02;00.001;1;2;AGESIC-4066
AGESIC-185;02;13;2;28;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;1;1;6;3;2;6;1;1;#≠NULO!;5;1;2;4;88;2;2;6;1;2;1;1;2;2;1;2;1;1;10;1;10;10;10;10;1;10;10;10;4;2;3;2;3;3;1;10;10;2;2;2;2;1;2;1;1;1;1;1;2;1;2;1;2;2;8;03;00.000;2;1;AGESIC-185
AGESIC-246;02;2;2;29;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;6;6;2;6;1;2;#≠NULO!;1;5;2;88;88;2;2;8;4;3;1;2;2;2;2;#≠NULO!;#≠NULO!;2;6;5;8;7;5;6;5;8;7;5;3;3;2;2;2;2;1;8;9;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;6;02;00.001;1;1;AGESIC-246
AGESIC-3974;02;3;2;29;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;3;2;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;2;1;6;6;2;6;1;2;#≠NULO!;1;5;4;88;88;2;3;8;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;9;10;10;8;8;9;10;10;4;1;3;2;1;1;2;10;5;1;1;2;1;1;2;1;1;2;2;1;1;2;2;2;2;2;8;03;00.000;1;1;AGESIC-3974
AGESIC-730;01;10;1;29;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;5;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;6;1;1;6;3;6;2;6;#≠NULO!;#≠NULO!;#≠NULO!;2;5;88;88;88;2;2;4;1;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;5;7;7;8;8;5;7;7;8;8;4;2;2;1;1;2;2;5;5;1;1;2;3;1;2;1;1;2;2;1;1;1;2;2;2;2;5;02;00.001;2;1;AGESIC-730
AGESIC-413;02;15;1;29;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;2;6;1;6;6;2;6;1;1;#≠NULO!;1;5;88;88;88;2;3;4;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;6;3;8;5;10;6;3;8;5;10;4;4;3;3;3;3;2;10;10;1;2;2;1;2;3;2;1;2;1;1;2;2;2;2;2;2;8;03;00.000;2;2;AGESIC-413
AGESIC-1439;02;4;1;29;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;6;6;6;2;6;1;2;#≠NULO!;5;2;1;3;88;2;1;4;4;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;4;5;10;8;6;4;5;10;8;6;2;1;1;3;1;2;2;9;9;1;99;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;01;00.002;1;1;AGESIC-1439
AGESIC-1008;01;10;2;29;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;#≠NULO!;#≠NULO!;1;3;3;1;3;1;1;#≠NULO!;1;2;88;88;88;1;2;5;2;3;1;1;2;1;1;2;2;1;5;5;5;6;7;5;5;5;6;7;4;2;2;2;2;3;2;5;7;1;2;2;1;2;1;1;1;1;1;1;1;1;2;2;2;2;8;03;00.000;1;1;AGESIC-1008
AGESIC-204;01;10;1;29;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;2;1;1;2;1;3;3;2;6;1;1;#≠NULO!;1;2;88;88;88;2;1;5;2;2;1;1;1;1;2;#≠NULO!;#≠NULO!;1;7;4;5;10;10;7;4;5;10;10;3;2;2;2;1;1;1;7;10;1;1;1;1;1;3;1;1;1;1;1;1;1;2;1;2;1;7;03;00.001;1;1;AGESIC-204
AGESIC-1830;01;10;1;29;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;5;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;3;3;1;3;1;1;#≠NULO!;1;2;5;88;88;1;3;6;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;7;5;9;7;8;7;5;9;7;3;3;3;3;3;1;2;8;8;2;2;1;2;4;2;2;1;2;2;99;1;1;2;1;2;2;8;03;00.000;1;1;AGESIC-1830
AGESIC-4608;01;10;2;29;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;2;#≠NULO!;1;1;4;2;1;1;1;2;2;2;6;1;2;#≠NULO!;1;2;5;88;88;2;1;6;1;3;1;1;1;1;2;#≠NULO!;#≠NULO!;1;5;5;5;2;7;5;5;5;2;7;2;1;3;2;2;3;1;3;8;1;1;2;2;1;3;2;1;2;2;1;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-4608
AGESIC-3430;01;10;2;29;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;2;#≠NULO!;1;1;1;1;1;1;1;1;1;1;1;1;3;#≠NULO!;5;1;2;88;88;1;3;8;2;2;1;1;1;1;2;#≠NULO!;#≠NULO!;1;8;6;8;8;8;8;6;8;8;8;4;3;2;2;3;2;1;8;7;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;7;03;00.001;1;1;AGESIC-3430
AGESIC-678;02;6;2;30;2;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;1;6;6;6;2;6;2;#≠NULO!;#≠NULO!;2;1;88;88;88;2;2;9;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;7;8;9;10;10;7;8;9;10;10;2;2;2;3;3;3;2;10;8;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;01;00.002;1;2;AGESIC-678
AGESIC-5091;01;10;1;30;2;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;1;4;5;5;2;6;1;2;#≠NULO!;1;3;88;88;88;2;2;6;4;3;1;1;2;2;1;2;2;2;9;9;9;8;10;9;9;9;8;10;4;1;3;2;2;2;1;7;9;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;02;00.001;1;2;AGESIC-5091
AGESIC-697;02;13;2;30;2;1;1;1;1;1;#≠NULO!;1;1;3;1;88;88;88;88;-777777777;2;#≠NULO!;1;2;1;2;#≠NULO!;#≠NULO!;2;6;3;2;6;1;1;#≠NULO!;1;5;88;88;88;2;3;7;2;2;1;2;2;2;1;2;1;2;6;5;8;8;7;6;5;8;8;7;3;2;2;1;3;1;2;10;10;1;1;2;2;2;1;1;1;1;2;1;1;1;2;1;2;2;8;03;00.000;2;1;AGESIC-697
AGESIC-4227;02;2;2;30;2;1;1;1;1;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;2;#≠NULO!;1;1;1;2;1;1;1;6;3;2;6;1;1;#≠NULO!;1;88;88;88;88;2;3;6;2;3;1;1;2;1;2;#≠NULO!;#≠NULO!;1;6;8;6;8;9;6;8;6;8;9;4;3;4;1;1;1;1;10;2;1;2;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-4227
AGESIC-902;01;10;1;30;2;1;1;1;1;1;#≠NULO!;1;1;1;2;3;88;88;88;-777777777;2;#≠NULO!;1;2;1;1;1;1;1;3;3;2;6;1;3;#≠NULO!;1;88;88;88;88;1;3;5;1;3;1;1;2;1;2;#≠NULO!;#≠NULO!;2;99;5;6;6;10;#≠NULO!;5;6;6;10;3;3;3;3;3;1;1;10;4;1;1;1;1;2;2;1;1;1;1;1;1;1;2;1;2;1;7;03;00.001;2;1;AGESIC-902
