SUJETO;zona;P1V15Departamento;Sexo;P5V20Edad;EdadREC;P7V21Computadorafijaoport†tilenhogar;P8V22Hogarconexi¢nainternet;P9V23Hogarwifioconexi¢ninal†mbrica;P10V24Clavedeaccesocontrase§aenredwifi;P11V25Utiliz¢vezinternet;P12V26Motivosporlosquenoutilizainternet;usuariosREC;P13V28;P14V30Lugaresutiliz¢internet_M1;P14V30Lugaresutiliz¢internet_M2;P14V30Lugaresutiliz¢internet_M3;P14V30Lugaresutiliz¢internet_M4;P14V30Lugaresutiliz¢internet_M5;P14V30Lugaresutiliz¢internet_M6;P14V31gtOtroparaV30Lugaresutiliz¢internet;P15V33;P16V32Frecuenciaaccedeainternetdesdedecelular;usuarioCORREO;P18V34;P19V35Buscarinformaci¢nnoticias;P20V36Educaci¢nyaprendizaje;usuarioREDESSOCIALES;P21V37;P22V38Trabajar;P23V39Comprarvenderproductososervicios;P24V40;usuarioEBANKING;P25V41Pagosotransferenciasbancarias;P26V42Antivirusenpclaptop;P27V431Comoconsiguioelantivirus;P28V44Antivirusencelular;P29V45Tipodeinformaci¢nguardaencelular_M1;P29V45Tipodeinformaci¢nguardaencelular_M2;P29V45Tipodeinformaci¢nguardaencelular_M3;P29V45Tipodeinformaci¢nguardaencelular_M4;P29V45Tipodeinformaci¢nguardaencelular_M5;P30V46;P31V47;P34V48Satisfechooinsatisfechodir°aqueseencuentrarespectoalosserv;P35V49Pensandoenhacertr†mitesygestionesenunaoficinap£blica...pre;P36V50Conf°aeninternetcomomedioparahacertr†mitesanteoficinasp£bl;P37V51Intendenciaoempresap£blicaparabuscarinformaci¢n;P38V52Encontr¢lainformaci¢nquebuscaba;P39V53Conoceelsitiowebportaldelestadouruguayo;P40V54Conoceelsitiowebtramites.gub.uy;P41V55Quejasosugerencias;P42V56Tipoderespuestarecibi¢enla£ltimaoportunidadenqueenvi¢uncor;P43V58Leresolvieronlaconsultaoproblemaenesaoportunidad;P44V59Etc.encasodequeunciudadanocom£nquierasaberlo;P46V61Serviciosporinternetqueofreceelestadodemuybuenacalidad;P47V62Serviciosporinternetqueofreceelestadofuncionanentodomoment;P48V63Serviciosporinternetqueofreceelestadomuyf†cilesdeusar;P49V64Serviciosporinternetqueofreceelestadomepermitenahorrartiem;P50V65Informaci¢nquebrindaelestadoporinternetcorrectayprecisa;p46;p47;p48;p49;p50;P53V66Cu†ntaconfianzasetieneacercadecapacidadparausaruncajeroaut;P54V67Cu†ntaconfianzasetieneacercadecapacidadparahacertransaccio;P55V68;P57V69Firmarparallamadoaconsultapopular;P58V70Asistiramanifestaciones;P59V71Unirseahuelgas;P60V72Èltimosdocemeses;P62V73Debidoalacienciaylatecnolog°ahabr†m†soportunidadesparalapr;P63V74Dependemosdemasiadodelatecnolog°ayesonobueno;P65V76Correoelectr¢nico;P66V77Redessociales;P67V78Bancaelectr¢nica;P69V79Evitodivulgarinformaci¢npersonaleninternet;P70V80Creoquelosmenoresde18a§ospuedenusarinternets¢loconestricto;P71V81Sitioswebnomantienenmiinformaci¢npersonalsegura;P73V82SuNombre;P74V83SuDirecci¢n;P75V84Quienesamigos;P76V85Gustosyopiniones;P77V86Fotos;P78V87Sabesiexisteleyodecretoqueimpidaqueotraspersonasoempresasu;P79V88Havistouo°doalgosobredelitosquesecometeneninternet;P81V90Robodeidentidad;P82V91Mensajesdecorreoelectr¢nicodeextra§ospidiendodineroodatosp;P83V92Fraudeenl°neadondelosbienesadquiridosnofueronentregadosseg;P84V93Nosercapazdeaccederaserviciosenl°neaacausadeataquescibernÇ;P86V94Èltimoa§odeestudiosquecurs¢;EducativoREC;PonderaEDUC;P87V95Hijosmenoresde18a§osenhogar;P88V96TarjetadecrÇdito;VBP_1ID
AGESIC-4792;02;2;2;19;1;1;1;1;1;1;#≠NULO!;1;1;1;3;5;88;88;88;-777777777;1;3;1;1;1;1;2;6;6;3;2;2;6;1;1;2;1;5;88;88;88;2;2;5;4;3;1;1;1;1;1;4;2;1;7;9;10;6;9;7;9;10;6;9;4;3;3;1;3;2;1;10;8;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-4792
AGESIC-998;02;11;2;20;1;1;1;1;1;1;#≠NULO!;1;1;1;2;88;88;88;88;-777777777;1;1;1;3;1;3;#≠NULO!;#≠NULO!;6;6;6;2;6;1;2;2;1;2;5;88;88;2;1;4;4;3;1;2;1;2;2;#≠NULO!;#≠NULO!;2;5;5;1;6;1;5;5;1;6;1;4;2;2;2;2;2;2;8;10;1;1;2;2;2;1;2;1;2;1;1;2;1;2;2;2;2;6;02;00.001;2;1;AGESIC-998
AGESIC-684;01;10;2;20;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;1;1;2;1;6;6;2;6;1;3;2;1;2;5;3;4;1;2;5;1;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;6;4;8;8;7;6;4;8;8;7;1;2;3;2;2;3;1;10;7;2;2;2;1;1;2;2;1;1;1;1;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-684
AGESIC-2862;02;2;2;20;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;1;2;1;1;6;3;6;2;6;1;1;2;1;2;3;5;88;2;2;5;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;5;5;7;7;5;5;5;7;7;5;3;3;2;3;3;3;2;6;6;1;1;2;2;2;2;2;1;1;1;1;1;1;2;2;2;1;7;03;00.001;2;2;AGESIC-2862
AGESIC-2293;01;10;1;20;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;1;1;1;6;6;6;2;6;1;1;2;5;2;88;88;88;2;2;7;2;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;8;7;7;8;8;8;7;7;8;8;3;3;3;3;3;3;2;8;7;1;1;2;2;1;2;1;1;1;1;1;2;1;2;2;2;2;5;02;00.001;2;2;AGESIC-2293
AGESIC-1616;01;10;2;20;1;1;1;1;1;1;#≠NULO!;1;1;1;5;88;88;88;88;-777777777;1;1;1;3;1;1;1;1;6;6;6;2;6;1;2;2;2;88;88;88;88;2;1;1;3;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;1;1;1;10;10;1;1;1;10;10;3;1;4;3;3;3;2;10;10;2;2;2;4;1;1;1;1;1;1;1;2;1;1;2;2;1;7;03;00.001;2;2;AGESIC-1616
AGESIC-4135;02;2;1;20;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;3;3;3;1;2;6;6;6;2;6;1;1;2;5;2;88;88;88;2;2;8;2;2;1;1;2;1;2;#≠NULO!;#≠NULO!;2;6;7;8;9;9;6;7;8;9;9;99;2;3;3;3;3;2;8;8;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;1;5;02;00.001;2;2;AGESIC-4135
AGESIC-937;01;10;2;20;1;1;1;1;1;1;#≠NULO!;1;1;1;3;4;5;6;88;-777777777;1;1;1;2;1;2;#≠NULO!;#≠NULO!;1;6;5;2;6;1;1;1;1;3;4;5;2;2;1;6;2;4;1;1;1;2;1;2;1;1;8;6;8;7;10;8;6;8;7;10;4;3;4;2;1;2;2;5;8;1;1;2;1;4;1;1;1;1;1;1;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-937
AGESIC-3047;01;10;2;20;1;1;1;1;1;1;#≠NULO!;1;1;2;1;88;88;88;88;-777777777;1;1;1;1;3;3;1;1;1;6;4;2;6;1;2;2;5;2;1;88;88;2;2;4;1;2;1;2;2;2;2;#≠NULO!;#≠NULO!;1;4;2;5;3;3;4;2;5;3;3;3;1;1;3;2;2;1;8;10;2;1;2;2;1;2;2;1;2;2;1;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-3047
AGESIC-891;01;10;1;20;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;2;1;1;6;2;3;1;3;1;1;2;1;2;3;4;5;1;4;3;2;4;1;2;2;1;1;2;1;2;8;8;9;10;7;8;8;9;10;7;4;4;3;2;2;2;2;10;1;1;1;1;2;2;2;1;1;1;1;1;2;1;2;1;2;2;7;03;00.001;2;1;AGESIC-891
AGESIC-4151;01;10;1;20;1;1;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;4;2;2;1;1;6;4;3;2;6;1;1;2;2;1;3;5;88;2;2;7;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;1;7;8;6;8;9;7;8;6;8;9;3;2;3;1;1;3;1;8;10;1;1;1;3;3;4;2;1;2;2;2;1;1;2;1;1;2;5;02;00.001;2;1;AGESIC-4151
AGESIC-19;01;10;2;21;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;5;88;88;-777777777;1;1;1;1;1;1;1;1;1;4;6;2;6;1;3;2;1;2;3;4;5;2;3;7;2;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;8;8;10;8;8;8;8;10;8;4;3;3;2;3;3;1;10;10;2;2;2;3;2;3;1;1;2;2;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-19
AGESIC-1114;02;5;2;21;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;2;6;6;6;1;1;6;6;6;2;6;#≠NULO!;#≠NULO!;2;2;5;1;88;88;2;1;10;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;7;1;1;1;1;7;1;1;1;1;2;1;1;99;3;3;2;5;6;1;2;2;3;2;2;2;1;2;1;2;1;1;2;2;2;2;4;02;00.001;1;1;AGESIC-1114
AGESIC-2827;01;10;2;21;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;1;2;1;1;6;3;6;2;6;1;2;99;1;2;3;4;5;1;3;6;2;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;6;5;8;8;6;6;5;8;8;6;3;3;3;2;2;3;2;8;7;1;1;2;3;2;2;1;1;2;1;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-2827
AGESIC-2482;01;10;1;21;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;3;88;88;88;88;-777777777;1;99;1;2;4;1;1;1;6;6;6;2;6;1;2;2;1;88;88;88;88;2;2;5;2;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;6;5;7;8;6;6;5;7;8;6;3;3;3;2;2;2;2;8;7;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;7;03;00.001;2;2;AGESIC-2482
AGESIC-560;02;8;2;21;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;2;3;1;1;1;6;6;4;2;6;1;1;2;2;5;88;88;88;2;2;5;1;2;1;1;1;2;1;4;2;2;7;6;7;9;8;7;6;7;9;8;4;3;3;3;2;2;1;9;10;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;2;2;7;03;00.001;2;2;AGESIC-560
AGESIC-402;01;10;1;21;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;2;1;1;#≠NULO!;#≠NULO!;6;6;3;2;6;1;1;1;1;2;3;4;5;2;3;5;2;4;1;1;1;1;1;2;2;2;2;5;10;8;10;2;5;10;8;10;4;4;4;2;2;3;1;10;10;2;2;2;1;1;3;1;1;1;1;1;2;1;2;1;2;2;7;03;00.001;2;2;AGESIC-402
AGESIC-4335;02;3;2;22;1;2;1;2;#≠NULO!;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;1;1;1;1;1;1;1;1;2;3;6;2;6;#≠NULO!;#≠NULO!;1;1;2;3;4;5;2;1;8;4;1;1;2;2;1;2;#≠NULO!;#≠NULO!;2;6;3;5;5;3;6;3;5;5;3;4;1;2;3;3;3;1;6;1;1;1;2;1;1;2;2;1;2;2;1;2;1;2;2;2;2;6;02;00.001;2;1;AGESIC-4335
AGESIC-1368;02;7;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;7;88;88;88;88;CUANDO VIAJA FUERA DEL PAIS;1;1;1;1;1;1;1;3;1;5;6;2;6;1;1;1;3;1;5;88;88;2;2;5;1;2;1;1;2;2;1;1;1;1;6;6;8;10;10;6;6;8;10;10;3;2;2;3;3;3;1;8;8;1;1;1;4;1;1;2;2;2;1;1;2;1;2;2;2;2;6;02;00.001;1;1;AGESIC-1368
AGESIC-3970;02;4;1;22;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;1;1;2;2;1;1;1;6;6;2;6;#≠NULO!;#≠NULO!;1;3;4;88;88;88;2;1;7;2;3;1;1;1;2;1;2;1;1;8;99;9;5;7;8;#≠NULO!;9;5;7;4;1;2;1;3;2;1;8;10;2;2;2;1;2;2;1;1;1;2;1;1;1;2;1;2;1;4;02;00.001;2;1;AGESIC-3970
AGESIC-347;01;10;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;2;5;88;88;88;-777777777;1;1;1;2;1;1;1;1;1;2;6;2;6;1;1;2;2;3;4;88;88;2;4;7;2;4;1;1;2;1;2;#≠NULO!;#≠NULO!;2;8;9;10;8;9;8;9;10;8;9;2;3;3;1;1;2;1;8;7;2;2;2;1;3;3;2;1;1;1;1;2;1;2;2;2;2;7;03;00.001;1;1;AGESIC-347
AGESIC-3354;02;16;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;5;88;88;88;88;-777777777;1;1;1;3;1;3;1;1;6;6;6;2;6;1;1;2;2;88;88;88;88;2;1;8;1;1;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;7;8;9;10;8;7;8;9;10;3;1;1;2;2;2;1;10;7;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;3;02;00.001;1;2;AGESIC-3354
AGESIC-2942;02;2;1;22;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;2;6;3;3;1;2;1;1;6;2;6;#≠NULO!;#≠NULO!;2;1;88;88;88;88;2;3;10;2;4;1;1;2;2;2;#≠NULO!;#≠NULO!;2;10;10;10;10;10;10;10;10;10;10;2;1;2;2;3;2;2;10;10;2;2;2;2;1;1;1;1;2;1;2;1;2;2;2;2;2;3;02;00.001;1;2;AGESIC-2942
AGESIC-70;01;10;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;1;1;1;1;6;6;6;2;6;1;1;2;1;3;5;88;88;2;2;7;1;2;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;6;5;7;7;7;6;5;7;7;7;4;2;2;2;2;3;1;7;9;1;1;99;1;1;2;1;1;1;1;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-70
AGESIC-2275;02;12;1;22;1;1;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;5;88;88;88;88;88;-777777777;1;1;2;6;1;1;1;1;6;6;6;2;6;1;2;2;2;5;88;88;88;2;1;7;3;2;2;#≠NULO!;2;2;1;2;2;2;10;10;10;10;10;10;10;10;10;10;2;1;1;3;3;3;2;8;9;1;1;2;3;1;1;1;1;1;1;1;2;1;2;2;2;2;2;01;00.002;1;2;AGESIC-2275
AGESIC-801;01;10;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;3;1;1;#≠NULO!;#≠NULO!;6;4;6;2;6;1;99;1;2;1;88;88;88;1;2;5;1;3;1;3;2;2;2;#≠NULO!;#≠NULO!;1;8;6;9;7;10;8;6;9;7;10;3;3;3;2;2;3;1;8;10;2;1;1;2;2;3;1;1;1;2;1;1;1;2;2;2;2;6;02;00.001;1;1;AGESIC-801
AGESIC-542;02;4;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;5;88;88;88;88;-777777777;1;2;1;2;2;2;1;1;6;2;6;2;6;1;2;2;5;1;2;88;88;2;2;3;2;2;1;3;2;2;2;#≠NULO!;#≠NULO!;2;99;4;1;8;4;#≠NULO!;4;1;8;4;3;3;2;99;2;2;2;5;10;1;1;2;4;1;2;2;2;2;1;2;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-542
AGESIC-1028;02;14;1;22;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;3;2;6;6;6;1;3;6;2;6;2;6;1;2;2;1;2;5;88;88;2;2;9;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;99;99;99;99;99;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;#≠NULO!;3;4;2;99;3;3;2;8;9;2;2;2;1;3;2;2;1;2;1;99;2;2;2;2;2;2;4;02;00.001;2;1;AGESIC-1028
AGESIC-3070;02;1;2;22;1;1;1;2;#≠NULO!;1;#≠NULO!;1;1;3;88;88;88;88;88;-777777777;1;1;1;3;1;1;1;1;6;6;5;2;6;2;#≠NULO!;99;1;88;88;88;88;2;1;6;4;2;1;1;2;1;2;#≠NULO!;#≠NULO!;2;5;6;10;5;6;5;6;10;5;6;2;1;1;3;3;3;1;10;10;2;1;2;4;1;2;1;1;1;1;1;2;1;2;2;2;2;5;02;00.001;1;2;AGESIC-3070
AGESIC-5157;01;10;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;5;88;-777777777;1;1;1;1;1;1;1;1;1;3;3;1;3;1;1;1;1;2;3;4;5;1;4;7;2;4;1;2;1;1;1;4;2;2;8;6;4;9;8;8;6;4;9;8;4;4;4;2;3;3;1;10;8;1;1;1;2;4;4;1;1;1;2;1;1;1;2;1;2;2;7;03;00.001;2;1;AGESIC-5157
AGESIC-1065;01;10;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;4;5;6;-777777777;1;1;1;1;2;1;1;1;1;3;3;1;3;1;2;2;5;4;3;2;1;1;4;2;3;3;1;2;2;1;2;#≠NULO!;#≠NULO!;2;5;3;2;5;5;5;3;2;5;5;4;4;3;3;3;3;2;2;9;1;1;2;2;4;4;2;1;2;2;2;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-1065
AGESIC-932;02;2;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;3;4;5;88;88;-777777777;1;1;1;1;1;1;#≠NULO!;#≠NULO!;6;4;3;2;6;1;99;2;1;2;3;4;5;2;3;7;1;3;1;1;2;2;1;2;2;2;6;6;8;6;7;6;6;8;6;7;3;3;3;99;2;2;2;5;5;1;1;2;2;3;3;1;1;2;2;1;2;2;2;2;2;2;7;03;00.001;2;1;AGESIC-932
AGESIC-3523;02;9;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;1;2;1;2;1;2;3;2;6;1;1;1;1;3;2;4;5;1;3;3;4;2;1;1;2;2;2;#≠NULO!;#≠NULO!;1;5;7;8;4;6;5;7;8;4;6;4;3;3;3;3;3;2;8;7;2;2;2;3;2;2;2;2;1;2;2;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-3523
AGESIC-947;01;10;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;2;3;5;88;88;-777777777;1;1;1;1;1;3;1;1;1;3;3;2;6;1;1;2;1;2;3;4;5;2;3;7;2;3;1;1;1;2;1;1;1;1;7;6;7;9;8;7;6;7;9;8;4;3;2;1;1;1;1;5;3;1;1;1;2;3;2;2;1;1;2;1;1;1;2;2;2;2;7;03;00.001;2;2;AGESIC-947
AGESIC-2268;01;10;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;3;2;4;5;6;-777777777;1;1;1;2;1;1;1;1;1;3;3;2;6;1;1;1;4;5;3;2;1;2;2;5;2;3;1;1;1;1;1;4;2;2;5;3;8;5;5;5;3;8;5;5;3;2;3;2;3;3;2;10;5;1;1;2;1;1;2;1;1;1;2;1;1;1;2;1;2;2;7;03;00.001;2;1;AGESIC-2268
AGESIC-1811;02;15;2;22;1;1;1;1;1;1;#≠NULO!;1;1;1;4;5;88;88;88;-777777777;1;1;1;3;1;1;1;1;3;6;3;2;6;1;2;1;1;2;3;4;5;2;1;10;4;2;1;1;1;2;2;#≠NULO!;#≠NULO!;2;8;8;10;10;8;8;8;10;10;8;3;1;1;2;3;3;2;10;10;2;2;2;1;1;2;2;1;1;1;1;2;1;2;2;2;2;4;02;00.001;1;1;AGESIC-1811
AGESIC-2229;01;10;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;1;1;1;1;2;1;6;3;2;6;1;1;1;1;5;88;88;88;2;2;7;2;2;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;7;9;6;6;8;7;9;6;6;3;3;2;3;3;3;2;10;8;1;2;2;3;2;1;2;1;1;2;2;2;2;2;2;2;2;6;02;00.001;2;1;AGESIC-2229
AGESIC-400;01;10;1;22;1;1;1;1;1;1;#≠NULO!;1;1;1;5;3;88;88;88;-777777777;1;1;1;2;2;1;1;2;2;3;2;2;6;1;2;2;1;2;3;5;88;2;3;2;1;3;1;3;2;2;1;2;2;2;5;5;7;7;8;5;5;7;7;8;4;3;2;3;3;3;1;8;7;2;2;2;2;1;2;1;1;2;2;2;2;2;2;1;2;99;7;03;00.001;2;2;AGESIC-400
AGESIC-333;01;10;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;2;4;5;88;88;-777777777;1;1;1;1;1;1;1;1;1;3;6;2;6;1;1;2;1;2;3;4;5;2;3;5;4;3;1;1;1;2;1;2;1;1;7;5;7;10;10;7;5;7;10;10;3;3;3;1;1;1;1;10;6;2;2;2;2;3;3;2;1;2;2;1;1;2;2;2;2;2;7;03;00.001;2;2;AGESIC-333
AGESIC-3707;02;3;2;23;1;1;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;5;88;88;88;88;88;-777777777;1;1;1;3;2;6;1;1;2;6;6;2;6;2;#≠NULO!;2;2;5;88;88;88;2;1;9;4;1;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;10;1;1;1;1;10;1;1;1;1;1;1;1;3;3;3;2;10;1;1;2;2;1;4;1;2;2;1;1;1;1;1;1;1;2;2;3;02;00.001;1;2;AGESIC-3707
AGESIC-4670;02;2;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;2;1;1;1;1;2;3;6;2;6;2;#≠NULO!;2;5;2;1;3;88;2;1;8;1;2;1;1;1;2;1;2;1;2;5;5;8;6;10;5;5;8;6;10;3;2;3;1;3;3;2;10;5;2;2;2;2;2;2;1;2;1;1;1;1;1;2;1;2;2;2;01;00.002;1;2;AGESIC-4670
AGESIC-45;02;15;1;23;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;4;4;5;1;1;6;6;6;2;6;1;1;2;1;2;5;88;88;2;2;7;4;2;1;1;2;1;2;#≠NULO!;#≠NULO!;2;6;6;5;8;8;6;6;5;8;8;3;2;2;2;2;3;2;7;8;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;6;02;00.001;2;1;AGESIC-45
AGESIC-2006;01;10;2;23;1;1;1;1;1;1;#≠NULO!;1;1;3;1;4;88;88;88;-777777777;1;1;1;3;1;1;1;1;6;4;5;1;5;1;2;1;1;3;2;5;4;2;3;7;2;3;1;1;2;1;2;#≠NULO!;#≠NULO!;2;7;5;8;8;6;7;5;8;8;6;4;3;3;2;2;3;2;10;8;99;2;99;4;2;1;2;1;1;1;1;1;2;2;2;2;2;7;03;00.001;2;1;AGESIC-2006
AGESIC-1219;02;2;1;23;1;1;1;1;1;1;#≠NULO!;1;1;1;5;4;88;88;88;-777777777;1;2;1;2;2;3;1;1;2;2;4;2;6;1;1;1;2;5;88;88;88;2;2;7;4;3;1;1;1;2;2;#≠NULO!;#≠NULO!;2;8;5;9;8;7;8;5;9;8;7;4;2;3;2;1;2;2;7;5;2;2;2;1;1;3;2;1;2;2;2;2;2;2;2;2;2;5;02;00.001;1;2;AGESIC-1219
AGESIC-1228;02;7;1;23;1;2;2;#≠NULO!;#≠NULO!;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;1;1;1;6;1;1;1;6;3;2;6;#≠NULO!;#≠NULO!;1;1;2;3;4;5;2;2;7;1;2;1;1;2;1;2;#≠NULO!;#≠NULO!;2;5;5;7;7;7;5;5;7;7;7;4;3;3;3;3;3;2;8;8;1;1;2;3;1;1;1;1;1;1;1;2;2;2;1;2;2;6;02;00.001;2;2;AGESIC-1228
AGESIC-1754;02;15;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;4;5;88;88;88;-777777777;1;2;1;2;1;2;1;1;1;3;3;2;6;1;1;2;1;2;5;88;88;2;1;6;1;2;1;3;2;1;2;#≠NULO!;#≠NULO!;2;6;4;8;5;5;6;4;8;5;5;2;3;2;1;3;3;2;9;7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;4;02;00.001;1;2;AGESIC-1754
AGESIC-2884;01;10;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;2;1;2;1;1;1;1;6;3;3;2;6;1;2;2;1;2;3;5;88;1;3;5;2;4;1;1;2;1;2;#≠NULO!;#≠NULO!;2;6;4;2;5;7;6;4;2;5;7;3;3;3;2;1;3;2;2;7;2;2;2;1;1;3;2;1;1;1;1;2;1;2;2;2;2;7;03;00.001;2;1;AGESIC-2884
AGESIC-1019;01;10;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;1;1;1;1;#≠NULO!;#≠NULO!;6;6;2;2;6;1;3;2;1;2;88;88;88;2;1;5;1;2;1;3;2;2;2;#≠NULO!;#≠NULO!;2;3;5;2;1;5;3;5;2;1;5;3;1;2;2;2;2;1;8;8;1;1;2;1;1;1;2;1;1;1;1;1;1;2;2;2;2;8;03;00.000;2;1;AGESIC-1019
AGESIC-2358;01;10;1;23;1;1;1;1;1;1;#≠NULO!;1;1;2;88;88;88;88;88;-777777777;1;1;1;1;1;1;1;1;1;2;2;2;6;1;3;2;2;3;1;88;88;2;2;7;2;3;1;1;1;1;2;#≠NULO!;#≠NULO!;2;7;8;8;9;9;7;8;8;9;9;4;2;3;2;3;3;1;8;8;1;1;1;2;3;3;2;1;2;2;1;1;1;2;1;2;2;7;03;00.001;2;1;AGESIC-2358
AGESIC-5125;02;15;2;23;1;1;1;1;1;1;#≠NULO!;1;1;1;3;88;88;88;88;-777777777;1;1;1;2;2;1;1;1;2;4;2;1;5;1;2;2;2;1;88;88;88;2;3;7;4;3;1;1;2;2;2;#≠NULO!;#≠NULO!;2;8;6;5;7;8;8;6;5;7;8;3;3;3;1;1;1;1;10;5;1;1;2;1;1;1;2;1;2;2;1;1;1;2;2;2;2;7;03;00.001;2;1;AGESIC-5125
AGESIC-1977;02;2;1;23;1;1;1;1;1;1;#≠NULO!;1;1;1;88;88;88;88;88;-777777777;1;1;2;6;1;6;1;1;6;1;2;2;6;1;3;99;5;88;88;88;88;1;4;7;4;3;2;#≠NULO!;2;2;2;#≠NULO!;#≠NULO!;2;6;8;9;10;8;6;8;9;10;8;3;1;3;3;3;3;2;6;9;2;2;2;4;2;4;1;1;2;2;2;2;2;2;2;2;2;5;02;00.001;2;1;AGESIC-1977
